cep,logradouro,bairro
03542090,Rua Pinto Monteiro,Vila Guilhermina
05539000,Rua Nicolau Pereira Lima,Conjunto Residencial Butantã
04542040,Rua Doutor Chafik Juvenal Chede,Itaim Bibi
08270520,Rua Germano Limeira,Vila Carmosina
04512010,Praça Cidade de Milão,Vila Nova Conceição
03035040,Rua Doutor Miguel Paulo Capalbo,Pari
03590200,Rua Padre Antônio dos Reis,Conjunto Habitacional Padre Manoel da Nóbrega
03152030,Rua Santa Cruz das Palmeiras,Quinta da Paineira
03624180,Rua Vigília,Vila Buenos Aires
04470000,Estrada Municipal,Jardim Apurá
04711000,Rua Engenheiro Mesquita Sampaio,Vila São Francisco (Zona Sul)
03261040,Rua Bartolomeu Corrêa Bueno,Jardim Teresa
03919030,Rua Moura e Costa,Jardim Soares
04165070,Rua Chafic Ganem,Vila das Mercês
04460000,Rua Doutor Jacques Tupinambá,Vila Baby
04467050,Rua Dom João Batista Neri,Jardim Itapura
08340030,Rua Forte do Pontal,Jardim Ricardo
03572310,Rua Japaraná,Jardim Santa Terezinha (Zona Leste)
05359080,Rua Doutor Albino Rodrigues de Alvarenga,Vila Universitária
08050400,Rua Junco,Jardim das Camélias
04349010,Rua dos Jatobás,Vila Parque Jabaquara
08411345,Estrada Nossa Senhora da Fonte,Vila Marilena
02220050,Rua Calciolândia,Vila Medeiros
03382120,Rua Madagascar,Vila Cruzeiro
04007000,Rua Tutóia,Vila Mariana
08180190,Avenida Estrela da Noite,Jardim Maia
02987010,Rua Barra da Laguna,Parque Taipas
03177010,Rua Doutor João Batista de Lacerda,Quarta Parada
03206030,Rua Chacoene,Vila Alpina
03603030,Rua Celestino da Cunha Alves,Penha de França
04772004,Avenida Atlântica,Interlagos
03062000,Rua Herval,Belenzinho
03670010,Rua Ilha de Castilhos,Jardim Popular
04815110,Rua Cláudio Sérgio Bere,Interlagos
05121060,Rua José de Morais,Parque São Domingos
04751000,Largo Treze de Maio,Santo Amaro
01439000,Rua Venezuela,Jardim América
05467050,Rua Belini,Alto de Pinheiros
08121810,Rua Serra do Luar,Itaim Paulista
08475320,Rua Olímpia Montani,Cidade Tiradentes
04561000,Rua Guararapes,Brooklin Paulista
01305901,Rua Augusta 257,Consolação
03623030,Rua Maria Fernandes Gonçalves,Vila Granada
03927070,Passagem Gabriel Fiorini,Conjunto Promorar Sapopemba
04538905,Avenida Brigadeiro Faria Lima 3729,Itaim Bibi
02803020,Rua Amaro Domingues,Itaberaba
02318190,Rua Iguaraci,Vila Paulistana
04910000,Rua Araruba,Praia da Lagoa
04850230,Rua Doutor Nuno Guerner de Almeida,Parque Cocaia
04470260,Rua Davide Perez,Jardim Bandeirantes
04122030,Rua do Arraial,Vila Mariana
05790230,Rua Doutor Dib Gebara,Jardim Iracema
02442030,Rua Capitão Firmino,Lauzane Paulista
05788270,Rua Doutor João Batista Reimão,Jardim Bom Refúgio
04851340,Rua Daniel Alomia,Jardim Sipramar
08381050,Rua Duarte Gomes,Jardim da Laranjeira (Zona Leste)
05661010,Rua Josefina Álvares de Azevedo,Fazenda Morumbi
04849150,Rua Mário Montico,Parque Residencial Cocaia
05180090,Rua Bacurizeiros,Jaraguá
05447070,Rua Joaquim Seabra,Vila Madalena
03135020,Rua Dante Alighieri,Vila Prudente
02410120,Rua Professor Paul Hugon,Vila Aurora (Zona Norte)
03356020,Rua Joaquim Figueira,Vila Formosa
05143020,Rua Laudelino Vieira de Campos,Jardim Felicidade (Zona Oeste)
02967080,Rua Fortunato Simões,Vila Miriam
05730170,Rua Maria José da Conceição,Vila Andrade
03540000,Avenida Antônio Estevão de Carvalho,Cidade Patriarca
01410003,Alameda Ministro Rocha Azevedo,Cerqueira César
05616100,Rua Lício Marcondes do Amaral,Vila Progredior
04411060,Rua Doutor Mulquem,Americanópolis
01530010,Rua Almeida Torres,Aclimação
04425060,Rua Aurora Livida,Cidade Júlia
02994030,Rua Doutor Campos Mello,Jardim Bandeirantes (Zona Norte)
05054010,Rua Aibi,Vila Ipojuca
02238120,Rua Padre Estanislau Ticner,Jardim Modelo
05870170,Rua Pietro Solari,Jardim Fraternidade
02472020,Travessa Angelina Del Grande Biancalana,Imirim
02206020,Rua Doutor José,Vila Gustavo
08431480,Rua Francisco Bucarelli,Parque Guaianazes
08290100,Rua Pedro Feliciano,Vila Carmosina
03623020,Rua Dona Joaquina Santana,Vila Granada
04268000,Rua Ribeiro do Amaral,Ipiranga
04176180,Rua Sebastião Sarmento Mena,Jardim Vergueiro (Sacomã)
01102010,Avenida Tiradentes,Luz
03624120,Rua Jacques Du Cerceau,Vila Buenos Aires
03703100,Rua Ângelo de Mari,Jardim Jaú (Zona Leste)
04823080,Rua Joaquim dos Santos,Jardim Imperial
02469000,Rua Ramal dos Menezes,Vila Romero
02229001,Avenida Edu Chaves,Parque Edu Chaves
02040120,Rua Manuel de Soveral,Jardim São Paulo(Zona Norte)
03227150,Rua José Gonçalves Galeão,Jardim Avelino
01318020,Rua Adoniran Barbosa,Bela Vista
05372000,Rua Otávio Pedreiro Rosa,Jardim Ester
03573010,Rua Costeira,Jardim Arize
08110840,Avenida Itaim,Vila Itaim
08410130,Rua Comandante Carlos Ruhl,Vila Princesa Isabel
02362130,Rua Santo Anselmo de Cantuária,Jardim Campo Limpo (Zona Norte)
08110185,Rua Jurarás,Vila Silva Teles
04729020,Rua Marcilea,Jardim Caravelas
05172270,Rua Alberto Veiga,Vila Pirituba
08225445,Avenida André Cavalcanti,Jardim Itapemirim
02968160,Rua Huasca de Vergara,Vila Miriam
04054001,Avenida Afonso Mariano Fagundes,Saúde
04329000,Rodovia dos Imigrantes,Vila Guarani (Z Sul)
01322020,Rua Santa Madalena,Bela Vista
03977485,Rua Arturo Ambrósio,Fazenda da Juta
04116120,Rua João José Pacheco,Jardim Vila Mariana
04374020,Rua Navarra,Vila Santa Catarina
08452460,Rua Henrique Montes,Jardim Lourdes
05813080,Rua Satulnino de Oliveira,Jardim São Luís
04416140,Rua Sebastião Vana,Vila Patrimonial
02920120,Rua Silva Dutra,Vila Pereira Barreto
08260125,Rua Marietta Lara de Faria,Colônia (Zona Leste)
04551010,Rua Fidêncio Ramos,Vila Olímpia
01212905,Rua General Couto de Magalhães 444,Santa Efigênia
05439040,Rua Costa Lobo,Jardim das Bandeiras
04347080,Rua Vieira Portuense,Jardim Oriental
01318002,Avenida Brigadeiro Luís Antônio,Bela Vista
03807310,Rua Belém de São Francisco,Vila Paranaguá
04323060,Rua Santa Rita D'Oeste,Vila do Encontro
04571030,Rua Oswaldo Casimiro Muller,Cidade Monções
01131000,Rua dos Italianos,Bom Retiro
02273110,Rua Capitão Nascimento,Jaçanã
03471010,Travessa Carolina Ferni,Jardim Vila Formosa
04770070,Rua Pedro de Assis Oliveira,Jardim Guarapiranga
05379210,Rua Angelina Russo,Rio Pequeno
05203080,Rua Vicente Licínio Cardoso,Vila Fanton
04136100,Rua Dom Sebastião Tomás,Bosque da Saúde
04809280,Praça do Condestável,Terceira Divisão de Interlagos
08030610,Avenida Dama Entre Verdes,Vila Curuçá
01230010,Rua Doutor Brasílio Machado,Santa Cecília
02045080,Rua Professor Fábio Fanucchi,Jardim São Paulo(Zona Norte)
08255080,Rua Inácio Jacometti,Conjunto Residencial José Bonifácio
04141100,Rua Bertioga,Chácara Inglesa
03223210,Rua Cândido Sales,Jardim Independência
05408001,Rua Cardeal Arcoverde,Pinheiros
04256050,Rua Leandro de Souza,São João Clímaco
05030120,Rua Pedro Lopes,Jardim Vera Cruz
01332020,Rua Professor Picarolo,Bela Vista
04302010,Rua Biobedas,Parque Imperial
02205001,Avenida Boschetti,Vila Medeiros
05832340,Rua Otoniel Felipe Marques,Jardim Mazza
04456030,Rua São Francisco Xavier,Jardim Santa Cruz (Campo Grande)
01310928,Avenida Paulista 2064,Bela Vista
02281160,Rua Gabriel Ribeiro,Vila Nova Galvão
02042020,Rua Cataguases,Jardim São Paulo(Zona Norte)
02226001,Rua Tenente Sotomano,Jardim Brasil (Zona Norte)
04203002,Rua Bom Pastor,Ipiranga
06706110,Rua Quintino Bocaiúva,São Paulo II
05413011,Rua Henrique Schaumann,Pinheiros
04851250,Rua Affonso Paulillo,Jardim Eliana
08042110,Rua Parmênides,Cidade Nova São Miguel
03363110,Praça Diogo de Aguirre,Vila Formosa
05272080,Rua Conceição do Canindé,Jardim Monte Belo
02991130,Rua Coronel Antônio Pereira Lima,Jardim Rincão
04841040,Rua Artur Saraiva Barboza,Parque América
01453010,Rua Doutor Mário Ferraz,Jardim Europa
01543010,Rua Robertson,Cambuci
01224003,Rua Jaguaribe,Vila Buarque
04231025,Rua Michel da Silva,Cidade Nova Heliópolis
05877300,Rua Pero Vaz,Jardim Guarujá
03227080,Rua Miguel Antônio Flangini,Jardim Avelino
08110750,Rua Salvador Balbino de Matos,Vila Itaim
01230000,Rua Doutor Albuquerque Lins,Santa Cecília
04788100,Rua Raul Tabajara,Interlagos
01106090,Rua Matilde Sá Barbosa,Luz
05057020,Rua Rumaica,Vila Ipojuca
03164110,Rua Conselheiro Lafaiette,Mooca
04561060,Rua Catipara,Brooklin Paulista
03137145,Rua Tamacuri,Vila Prudente
04381000,Avenida Vereador João de Luca,Jardim Prudência
04830400,Rua Luiz Viana,Jordanópolis
02281237,Rua Ranusia Alves Rodrigues,Conjunto Habitacional Jova Rural
04802120,Rua Miguel Fontanarosa,Jardim São Nicolau
05891190,Rua Bicci Di Lorenzo,Jardim Irapiranga
05449010,Rua Guilherme Moura,Vila Madalena
03878030,Rua Barra da Figueira,Vila Rio Branco
36030000,Rua Ibitiguaia,Santa Luzia
03935040,Rua Estado de Sergipe,Jardim Imperador (Zona Leste)
05134300,Rua José da Costa Ramos,Vila Guedes
09941140,Rua Guatemala,Canhema
05124000,Avenida General Charles de Gaulle,Parque São Domingos
04235040,Rua Vinte e Sete de Setembro,Cidade Nova Heliópolis
05158040,Rua Amaral dos Barretos,Parque Anhangüera (São Domingos)
04601003,Rua Princesa Isabel,Brooklin Paulista
04890310,Rua Conde de Fontalva,Jardim Santa Fé (Zona Sul)
01439020,Rua Jamaica,Jardim América
08051040,Rua Padre Clemente Segura,Limoeiro
04610010,Rua Xavier Gouveia,Parque Colonial
08150586,Rua Jean Lacome,Jardim Quisisana (Vila Nova Curuçá)
02757100,Rua Icatuaçu,Vila Bancária Munhoz
05428070,Rua Sumidouro,Pinheiros
04844690,Rua Custódio Coelho,Jardim Santa Francisca Cabrini
05640002,Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina
03938130,Rua Cachoeira do Campo,Jardim Paraguaçu
03203070,Rua Manuel Pereira da Silva,Vila Bela
02125030,Rua Horácio de Castilho,Vila Maria Alta
04218090,Travessa José Honorio Rodrigues,Ipiranga
03013001,Rua Casimiro de Abreu,Brás
08020330,Rua Conceição das Alagoas,Vila Sinhá
03374040,Rua Germino Gomes da Silva,Sapopemba
05541160,Rua Bento de Moura,Jardim das Vertentes
02407050,Rua Rafael de Oliveira,Água Fria
04851731,Rua Monte Verde,Jardim Prainha
08021480,Rua José Ferreira Crespo,Jardim São Vicente
02618250,Rua Said Saad,Vila Amália (Zona Norte)
04564050,Rua Filadélfia,Cidade Monções
05038040,Rua Corcovado,Parque Residencial da Lapa
03150040,Rua Lindóia,Quinta da Paineira
03712040,Rua Luciano Antônio Rodrigues,Cangaíba
05854010,Rua Alfred Messel,Parque Maria Helena
03013030,Rua Paraíba,Brás
05043060,Praça Tupã,Água Branca
02945140,Rua Jambul,Jardim Cidade Pirituba
01015070,Parque Dom Pedro II,Centro
05030100,Rua Estevão Barbosa,Jardim Vera Cruz
08285000,Avenida Líder,Cidade Líder
08011310,Rua José Pereira Cardoso,São Miguel Paulista
03938040,Rua Maestro Isaías Sávio,Jardim Paraguaçu
03306080,Rua Elisiário,Cidade Mãe do Céu
05387130,Rua Monjoleiro,Vila Dalva
04624030,Rua Gutemberg,Vila Congonhas
04841210,Rua Mariquinha Esteves,Parque Planalto
03674010,Rua Embaixador Samuel Gracie,Vila Frugoli
01307000,Rua Frei Caneca,Consolação
03928070,Rua Charles King,Conjunto Habitacional Teotonio Vilela
05365130,Rua João Casagrande,Vila Polopoli
04856100,Rua Professor Licínio Carpinelli,Jardim Myrna
05427080,Vila Helena,Pinheiros
02336040,Rua Casa Forte,Água Fria
02357000,Avenida Senador José Ermírio de Moraes,Tremembé
03226070,Rua Joaquim Pereira Pinto,Jardim Avelino
04781100,Rua Américo Rafael Visciano,Jardim Paquetá (Zona Sul)
03650050,Praça Brandura,Vila Esperança
02538010,Rua José Rangel de Camargo,Parque Peruche
02311100,Rua das Gamboas,Vila Mazzei
04286070,Rua Professor Alberto Conte,Vila Moinho Velho
03453200,Avenida Rio das Pedras,Jardim Aricanduva
05767320,Rua Antônio Siqueira de Mendonça,Jardim Catanduva
05593090,Rua Azem Abdalla Azem,Jardim Bonfiglioli
02567203,Travessa Primeiro de Abril,Conjunto Habitacional Vila Nova Cachoeirinha
02356060,Rua Cabitutu,Jardim Virginia Bianca
04571240,Praça James Maxwell,Cidade Monções
05524120,Rua Doutor Ivo de Campos Marques,Ferreira
05109270,Praça Camilo Castelo Branco,Vila Nilva
08247060,Rua Amanari,Vila Santa Teresinha
08452020,Rua Gaspar Dias de Ataíde,Lajeado
08260260,Rua Go Sugaya,Colônia (Zona Leste)
08021227,Travessa Xavier,Vila Rosaria
03145040,Rua Doutor Antônio Macedo Lima,Vila Lúcia
08382140,Rua do Mariano Leite,Recanto Verde do Sol
08452000,Rua João de Siqueira Afonso,Lajeado
04603003,Avenida Vereador José Diniz,Santo Amaro
08452320,Rua Gaspar Álvares,Jardim Augusta
08412140,Rua Serra do Caburaí,Vila São José (Guaianazes)
04106010,Rua Machado de Assis,Vila Mariana
04387260,Rua Professor Waldemiro Postch,Cidade Domitila
03265020,Rua Carlos César,Vila Divina Pastora
05781320,Rua João Francisco Delmás,Jardim Atlântico
04640020,Rua Cassiano Ricardo,Jardim Cordeiro
02227010,Rua Acutilele,Jardim Brasil (Zona Norte)
39402773,Rua E,São Judas Tadeu
04249060,Rua Santa Lucrécia,Sacomã
08280540,Rua Arcádia Paulistana,Jardim Nossa Senhora do Carmo
05859070,Rua Jan Liss,Capão Redondo
08430280,Rua Miguel Terradellas,Jardim Gianetti
05202030,Praça Inácia Dias,Perus
04304060,Rua Sebastião Guimarães Correa,Vila Monte Alegre
03307005,Rua Tuiuti,Tatuapé
02238050,Rua Márcio Castelar de Oliveira,Jardim Brasil (Zona Norte)
04713010,Rua Acarituba,Santo Amaro
03977001,Rua Leon Burbure,Fazenda da Juta
05511010,Rua Dráusio,Butantã
04604005,Avenida Vereador José Diniz,Santo Amaro
05338080,Rua Guimarães Rosa,Vila Lageado
05468070,Rua Antônio Alarcon,Alto da Lapa
02019030,Rua Paderewsky,Santana
02757030,Rua Registro,Vila Bancária Munhoz
04803020,Rua Domenico Lauro,Parque Atlântico
04720010,Rua Dona Eponina Afonseca,Granja Julieta
02472120,Rua Demóstenes Trigueiro de Souza,Imirim
02241120,Rua Adelino Bertoli,Vila Dom Pedro II
02031040,Rua Padre Ildefonso,Santana
02326080,Rua São Gerônimo,Jardim Felicidade (Zona Norte)
02075040,Rua Manuel de Almeida,Vila Paiva
08070450,Rua Humberto Parente,Vila Pedroso
03041090,Rua Campos Sales,Brás
01209003,Rua Aurora,Santa Efigênia
08191060,Rua Adobê,Jardim Margarida
03386100,Rua Antônio Florêncio de Souza,Capão do Embira
05138180,Rua Iraxim,Jardim Líbano
04617004,Rua Vieira de Morais,Campo Belo
05729080,Rua Alexandre Archipenko,Vila Andrade
05850170,Rua Divino Alves de Abreu,Parque Santo Antônio
04752050,Rua Doutor Shai Agnon,Santo Amaro
05846130,Rua Borromini,Jardim Casablanca
03938030,Rua Matozinhos,Jardim Paraguaçu
05762070,Rua Francisco Barriga de Souza,Parque Ipê
03267000,Rua Angical do Piauí,Vila Nova Pauliceia
01501000,Praça Doutor João Mendes,Centro
03472000,Rua Domingos dos Santos Gomes,Jardim Vila Formosa
04164080,Rua Le Breton,Vila Moraes
04117091,Rua Francisco Cruz,Vila Mariana
03591130,Rua Elias Mertel,Conjunto Habitacional Padre Manoel de Paiva
08450070,Rua Flantenor de Lima Paiva,Lajeado
05609010,Rua Malvinas,Jardim Guedala
08122210,Rua Maximiano Correa dos Santos,Jardim das Oliveiras
03574030,Rua Frederico Severo,Jardim Santa Maria
04257145,Rua Epiacaba,Parque Fongaro
08311380,Travessa Cachoeira Benfica,Jardim Rodolfo Pirani
04771000,Avenida Juan Esper,Jardim dos Lagos
01127030,Rua Lopes Trovão,Bom Retiro
03567140,Rua Valdomiro Machado,Artur Alvim
05276000,Via Anhangüera,Vila Sulina
03385150,Rua Sargento Claudiner Evaristo Dias,Parque Santo Antônio (Aricanduva)
02402020,Rua Garção Tinoco,Santana
01508040,Rua José Ferreira Rocha,Liberdade
03976175,Rua José Inglese,Jardim Sapopemba
04236310,Rua Maria Santíssima,Cidade Nova Heliópolis
03129120,Rua Salvador Fernandes Lopes,Vila Prudente
01406100,Avenida Nove de Julho,Jardim Paulista
05331040,Praça General Porto Carreiro,Jaguaré
05089050,Rua Jacinto Kerry Valente,Vila Leopoldina
04255030,Rua Maurício Vaitsman,São João Clímaco
04860110,Rua Hans Christian Andersen,Granja Nossa Senhora Aparecida
02877165,Rua Beira Rio,Jardim Vista Alegre
02323383,Rua das Orquideas,Jardim Joana D'Arc
02012070,Rua Francisco Peruche,Santana
01017020,Rua Roberto Simonsen,Sé
04730050,Rua Centro Africana,Várzea de Baixo
05331010,Rua Barcelona,Jaguaré
01240030,Rua Aracaju,Higienópolis
03609090,Rua Norberto Esteves,Vila São Geraldo
08472190,Rua Cachoeira Maçaranduba,Conjunto Habitacional Inácio Monteiro
04022001,Rua Estado de Israel,Vila Clementino
05625150,Rua Maranguape,Vila Sônia
04773170,Rua Deputado Adib Chammas,Veleiros
05136001,Avenida Elísio Cordeiro de Siqueira,Jardim Santo Elias
04840830,Rua Floreal,Conjunto Habitacional Brigadeiro Faria Lima
05004000,Rua Doutor Cândido Espinheira,Perdizes
05143040,Rua Elias Vitorino de Souza,Jardim Felicidade (Zona Oeste)
03823310,Rua Oito,Jardim Nova Tereza
03040000,Rua Carneiro Leão,Brás
04379072,Rua Charles Darwin,Vila Santa Catarina
02732040,Avenida Santa Marina,Vila Albertina
05412004,Rua João Moura,Pinheiros
04951030,Rua Mandacaru,Cidade Ipava
02228110,Via de Pedestre Silêncio,Jaçanã
04209060,Rua Sargento-Mor João de Souza,Ipiranga
02976160,Avenida Joaquim de Nazareth,Vila Zat
05756410,Rua Luís de Aranda,Jardim Roni
04851240,Rua Okinawa,Jardim Eliana
08040660,Rua Manuel Tertuliano de Cerqueira,Jardim Casa Pintada
04112040,Praça Santa Margarida Maria,Vila Mariana
03169050,Rua Jerônimo de Mendonça,Mooca
05001900,Avenida Francisco Matarazzo 455,Água Branca
05537001,Avenida Ministro Laudo Ferreira de Camargo,Jardim Peri Peri
03907070,Rua Frederico Quércia,Conjunto Habitacional Barreira Grande
08310520,Rua Redução de Guarambaré,Parque São Rafael
08111055,Rua Pires,Vila Itaim
08081020,Rua Salsa Brava,Jardim São Martinho
04145020,Rua Estero Belaco,Vila da Saúde
08343545,Travessa Samba de Ninar,Jardim da Conquista (Zona Leste)
04457030,Rua Hafiz,Jardim Palmares (Zona Sul)
08230110,Rua Monte Horebe,Vila Santana
04802160,Rua Pérsio Pacheco e Silva,Interlagos
04810090,Rua Casqueiro,Cidade Dutra
05165010,Rua Fidélis Alves da Costa,Jardim Monte Alegre
05778090,Rua Adolfo Campos de Araújo,Parque Arariba
05205020,Rua Figueiredo Coimbra,Jardim Russo
04849319,Rua São João,Chácara Gaivotas
04214050,Rua das Juntas Provisórias,Ipiranga
03690000,Rua Brook Taylor,Jardim Nordeste
03021085,Rua dos Prazeres,Catumbi
04915140,Rua Gaspar do Rego Figueiredo,Jardim Figueira Grande
02873080,Passagem Raimundo Aron,Conjunto Promorar Estrada da Parada
04623011,Rua Emboabas,Brooklin Paulista
03428020,Rua Juca Mendes,Vila Carrão
03590060,Avenida Padre Estanislau de Campos,Conjunto Habitacional Padre Manoel da Nóbrega
01003001,Rua José Bonifácio,Sé
02244000,Rua Henrique Braglia,Vila Dom Pedro II
04852403,Rua Cachoeira do Bom Jesus,Jardim Jaú (Zona Sul)
02233020,Rua Tenente Mário Barbedo,Parque Edu Chaves
03731030,Rua Londres,Vila Londrina
03694030,Rua Euclides Pantaleão da Costa,Parque das Paineiras
04335050,Rua Cinco de Outubro,Americanópolis
08260160,Rua Hirovo Kaminobo,Colônia (Zona Leste)
36060010,Avenida Brasil,Centro
04523011,Alameda Jauaperi,Moema
04236290,Rua Kiwi,Cidade Nova Heliópolis
04884390,Rua Belém,Jardim Papai Noel
05788390,Rua Padronelo,Jardim Bom Refúgio
08246081,Rua Estevam de Araújo Almeida,Parada XV de Novembro
02928040,Rua Isanga,Vila América
08390262,Rua Duque de Caxias,Jardim São Francisco
08110270,Rua Amaro Fernandes Gauto,Vila Silva Teles
03959050,Rua Professor Brasílio Barni,Cidade São Mateus
08040670,Rua Entrudo,Jardim Ruth
04112015,Praça Comunitária da Vila Mariana,Vila Mariana
02977310,Rua Cinco,Vila Zat
04006040,Rua Coronel Paulino Carlos,Paraíso
04542012,Rua Leopoldo Couto Magalhães Júnior,Itaim Bibi
02056010,Rua Diego Zavaleta,Vila Guilherme
